arm,seed,valve,horizon,seconds,response,day_ci_low,day_ci_high,n_windows,unsupported,dose_min,dose_max
fusion_gru_norew,2,1,3,30,-0.013319396972656248,-0.015501001798189602,-0.01104853018736228,64,0,0.04999999701976776,0.050000011920928955
fusion_gru_norew,2,1,4,40,-0.021809191581530444,-0.025386898334209734,-0.018139053735977562,64,0,0.04999999701976776,0.050000011920928955
fusion_gru_norew,2,1,5,50,-0.03060220571664663,-0.03559466239733573,-0.025495492005959533,64,0,0.04999999701976776,0.050000011920928955
fusion_gru_norew,2,1,6,60,-0.03958888909755609,-0.045953867985652035,-0.033026031102889625,64,0,0.04999999701976776,0.050000011920928955
fusion_gru_norew,2,1,7,70,-0.04872667361528445,-0.056473075671073715,-0.040632251837314705,64,0,0.04999999701976776,0.050000011920928955
fusion_gru_norew,2,1,8,80,-0.05794341258513621,-0.06703436435797276,-0.04834367214105069,64,0,0.04999999701976776,0.050000011920928955
fusion_gru_norew,2,1,9,90,-0.06730757493239184,-0.07779015761155349,-0.056114270136906556,64,0,0.04999999701976776,0.050000011920928955
fusion_gru_norew,2,1,10,100,-0.07674454909104568,-0.08863875071207682,-0.06396139878493089,64,0,0.04999999701976776,0.050000011920928955
fusion_gru_norew,2,1,11,110,-0.08626431196163863,-0.09958213219275842,-0.0718889696170122,64,0,0.04999999701976776,0.050000011920928955
fusion_gru_norew,2,1,12,120,-0.09583442883613782,-0.11061288491273538,-0.07988075843224159,64,0,0.04999999701976776,0.050000011920928955
fusion_gru_norew,2,1,13,130,-0.10538216615334534,-0.12160864120874648,-0.08783584594726562,64,0,0.04999999701976776,0.050000011920928955
fusion_gru_norew,2,1,14,140,-0.11496351193159055,-0.13257600931020885,-0.09579396272316958,64,0,0.04999999701976776,0.050000011920928955
fusion_gru_norew,2,1,15,150,-0.12454082782451922,-0.14348211435171274,-0.1037725790953025,64,0,0.04999999701976776,0.050000011920928955
fusion_gru_norew,2,1,16,160,-0.1340618818234175,-0.1542091535910582,-0.11179606021978916,64,0,0.04999999701976776,0.050000011920928955
fusion_gru_norew,2,1,17,170,-0.1435283954326923,-0.1651055438701923,-0.11968898675380611,64,0,0.04999999701976776,0.050000011920928955
fusion_gru_norew,2,1,18,180,-0.15290108705178287,-0.17590543306790868,-0.12756279089511968,64,0,0.04999999701976776,0.050000011920928955
fusion_gru_norew,2,2,1,10,-0.00022003956330128203,-0.00025126334948417467,-0.00019327408228165063,64,0,0.04999998211860657,0.050000011920928955
fusion_gru_norew,2,2,2,20,-0.011561662722856572,-0.0132590817182492,-0.009560215289776143,64,0,0.04999998211860657,0.050000011920928955
fusion_gru_norew,2,2,3,30,-0.025667630709134616,-0.02952253684019431,-0.021084649501702725,64,0,0.04999998211860657,0.050000011920928955
fusion_gru_norew,2,2,4,40,-0.03955042912409856,-0.04551860613700671,-0.032455323048127004,64,0,0.04999998211860657,0.050000011920928955
fusion_gru_norew,2,2,5,50,-0.05230920253655849,-0.060206031799316405,-0.04292325533353365,64,0,0.04999998211860657,0.050000011920928955
fusion_gru_norew,2,2,6,60,-0.06376996162610177,-0.07341500306740785,-0.052314742650741194,64,0,0.04999998211860657,0.050000011920928955
fusion_gru_norew,2,2,7,70,-0.07405790671324118,-0.08535492236797626,-0.060764453594501215,64,0,0.04999998211860657,0.050000011920928955
fusion_gru_norew,2,2,8,80,-0.08333341158353365,-0.09605635422926682,-0.06841484265449721,64,0,0.04999998211860657,0.050000011920928955
fusion_gru_norew,2,2,9,90,-0.09180591289813703,-0.10580535986484625,-0.07537586309970956,64,0,0.04999998211860657,0.050000011920928955
fusion_gru_norew,2,2,10,100,-0.09960941412510017,-0.11490039042937449,-0.08177913567958735,64,0,0.04999998211860657,0.050000011920928955
fusion_gru_norew,2,2,11,110,-0.10683687650240385,-0.1232761950370593,-0.0877362021421775,64,0,0.04999998211860657,0.050000011920928955
fusion_gru_norew,2,2,12,120,-0.11363274989983975,-0.1312300070738181,-0.09335210164388023,64,0,0.04999998211860657,0.050000011920928955
fusion_gru_norew,2,2,13,130,-0.12007250663561699,-0.1387845963698167,-0.09863427969125602,64,0,0.04999998211860657,0.050000011920928955
fusion_gru_norew,2,2,14,140,-0.12622281588040865,-0.14588109138684396,-0.10366800161508415,64,0,0.04999998211860657,0.050000011920928955
fusion_gru_norew,2,2,15,150,-0.1321953797951723,-0.15264929257906398,-0.10860962696564505,64,0,0.04999998211860657,0.050000011920928955
fusion_gru_norew,2,2,16,160,-0.13798045622996796,-0.1591832557091346,-0.11337262275891426,64,0,0.04999998211860657,0.050000011920928955
fusion_gru_norew,2,2,17,170,-0.14364510560647034,-0.16566468947973007,-0.11810737218612281,64,0,0.04999998211860657,0.050000011920928955
fusion_gru_norew,2,2,18,180,-0.14920493883964345,-0.17205504882029996,-0.12302097418369393,64,0,0.04999998211860657,0.050000011920928955
fusion_token_xattn_norew,0,1,1,10,0.0,0.0,0.0,64,0,0.04999999701976776,0.050000011920928955
fusion_token_xattn_norew,0,1,2,20,-0.0010082929562299679,-0.0015442432501377203,-0.0005381491245367589,64,0,0.04999999701976776,0.050000011920928955
fusion_token_xattn_norew,0,1,3,30,-0.0030445587940705126,-0.004350429437099359,-0.0018749686999198717,64,0,0.04999999701976776,0.050000011920928955
fusion_token_xattn_norew,0,1,4,40,-0.006303210136217949,-0.008627129579201722,-0.0041710134652944725,64,0,0.04999999701976776,0.050000011920928955
fusion_token_xattn_norew,0,1,5,50,-0.010828145345052081,-0.014370694282727366,-0.007583362872783953,64,0,0.04999999701976776,0.050000011920928955
fusion_token_xattn_norew,0,1,6,60,-0.01665672889122596,-0.021791622455303486,-0.01193222437149439,64,0,0.04999999701976776,0.050000011920928955
